"","MAE","model","competition","openA","openB","seed","N","P"
"38",0.104663458896225,"polyreg","Men_Rx_2017","open3 ","open5 ",4321,24727,5
"39",0.066134598457822,"kms","Men_Rx_2017","open4 ","open5 ",4321,25623,5
"40",0.115147504596975,"polyreg","Men_Rx_2017","open4 ","open5 ",4321,25623,5
"41",0.0816519380003945,"kms","Women_Rx_2018","open1 ","open2 ",4321,42352,5
"42",0.106137735035496,"polyreg","Women_Rx_2018","open1 ","open2 ",4321,42352,5
"43",0.0739020355275057,"kms","Women_Rx_2018","open1 ","open3 ",4321,35620,5
"44",0.129308899234472,"polyreg","Women_Rx_2018","open1 ","open3 ",4321,35620,5
"45",0.0654477325594738,"kms","Women_Rx_2018","open1 ","open4 ",4321,36221,5
"46",0.100743708575647,"polyreg","Women_Rx_2018","open1 ","open4 ",4321,36221,5
"47",0.0659247885837375,"kms","Women_Rx_2018","open1 ","open5 ",4321,36585,5
"48",0.0881964929731105,"polyreg","Women_Rx_2018","open1 ","open5 ",4321,36585,5
"49",0.0828761475364939,"kms","Women_Rx_2018","open2 ","open3 ",4321,37214,5
"50",0.136354510253745,"polyreg","Women_Rx_2018","open2 ","open3 ",4321,37214,5
"51",0.0701191376528286,"kms","Women_Rx_2018","open2 ","open4 ",4321,37767,5
"52",0.104353248458529,"polyreg","Women_Rx_2018","open2 ","open4 ",4321,37767,5
"53",0.05838876918427,"kms","Women_Rx_2018","open2 ","open5 ",4321,37851,5
"54",0.0971275450598511,"polyreg","Women_Rx_2018","open2 ","open5 ",4321,37851,5
"55",0.0898840885338754,"kms","Women_Rx_2018","open3 ","open4 ",4321,34420,5
"56",0.111447921440887,"polyreg","Women_Rx_2018","open3 ","open4 ",4321,34420,5
"57",0.0654818056308179,"kms","Women_Rx_2018","open3 ","open5 ",4321,33838,5
"58",0.0869181325892788,"polyreg","Women_Rx_2018","open3 ","open5 ",4321,33838,5
"59",0.0795601313367614,"kms","Women_Rx_2018","open4 ","open5 ",4321,35382,5
"60",0.0874413925459096,"polyreg","Women_Rx_2018","open4 ","open5 ",4321,35382,5
"61",0.120736274013948,"kms","Women_Rx_2017","open1 ","open2 ",4321,9558,5
"62",0.133439985213018,"polyreg","Women_Rx_2017","open1 ","open2 ",4321,9558,5
"63",0.0900187852930001,"kms","Women_Rx_2017","open1 ","open3 ",4321,7354,5
"64",0.148103283465215,"polyreg","Women_Rx_2017","open1 ","open3 ",4321,7354,5
"65",0.104162621514317,"kms","Women_Rx_2017","open1 ","open4 ",4321,9373,5
"66",0.111571885063606,"polyreg","Women_Rx_2017","open1 ","open4 ",4321,9373,5
"67",0.100595963793852,"kms","Women_Rx_2017","open1 ","open5 ",4321,8597,5
"68",0.132037428902761,"polyreg","Women_Rx_2017","open1 ","open5 ",4321,8597,5
"69",0.116765212281839,"kms","Women_Rx_2017","open2 ","open3 ",4321,7222,5
"70",0.138938172690715,"polyreg","Women_Rx_2017","open2 ","open3 ",4321,7222,5
"71",0.0947863988501192,"kms","Women_Rx_2017","open2 ","open4 ",4321,8725,5
"72",0.123333426213662,"polyreg","Women_Rx_2017","open2 ","open4 ",4321,8725,5
"73",0.0920238033483902,"kms","Women_Rx_2017","open2 ","open5 ",4321,8069,5
"74",0.113278346833867,"polyreg","Women_Rx_2017","open2 ","open5 ",4321,8069,5
"75",0.0828712182760065,"kms","Women_Rx_2017","open3 ","open4 ",4321,6966,5
"76",0.114757065998127,"polyreg","Women_Rx_2017","open3 ","open4 ",4321,6966,5
"77",0.0853865563599641,"kms","Women_Rx_2017","open3 ","open5 ",4321,6574,5
"78",0.120240660748158,"polyreg","Women_Rx_2017","open3 ","open5 ",4321,6574,5
"79",0.0834678915350804,"kms","Women_Rx_2017","open4 ","open5 ",4321,8380,5
"80",0.120904957448544,"polyreg","Women_Rx_2017","open4 ","open5 ",4321,8380,5
