"age" "cit" "educ" "engl" "occ" "birth" "sex" "wageinc" "wkswrkd" "yrentry" "powspuma"
"74" 38.7967718651053 1 12 0 100 6 1 30000 52 0 6040
"75" 52.0030373572372 1 13 0 101 25 2 0 46 0 6020
"76" 63.2108963835053 1 11 0 141 6 1 0 0 0 0
"77" 52.8863264366519 1 13 0 102 17 1 0 0 0 0
"78" 18.7085583850276 1 9 0 100 6 2 400 4 0 0
"79" 45.3091244951356 1 9 0 102 6 1 95000 52 0 6040
"80" 55.4540578944143 1 10 0 100 36 1 26100 42 0 0
"81" 38.9322488410398 1 11 0 141 6 1 120000 48 0 6150
"82" 33.1420350284316 1 13 0 101 6 1 0 52 0 6020
"83" 41.5299665492494 5 13 40 100 223 1 1800 52 1979 0
"84" 45.6935201140586 1 9 0 102 6 1 40000 52 0 6020
"85" 64.9523463668302 1 16 0 141 55 1 0 0 0 0
"86" 32.8527239989489 1 13 0 140 6 1 75000 52 0 6040
"87" 62.3509524732362 1 14 0 100 6 1 0 20 0 0
"88" 40.2848216653802 1 13 0 101 29 1 38000 52 0 6020
"89" 31.1395488795824 1 11 20 102 31 1 54000 52 0 6020
"90" 46.428843829548 1 11 0 101 27 2 68000 50 0 6160
"91" 59.1294326283969 1 12 0 101 6 1 60000 52 0 6020
"92" 24.2086899853311 1 13 0 101 6 2 3000 20 0 6020
"93" 53.6992022951599 1 11 0 101 37 1 0 25 0 6020
"94" 24.1534116317052 1 9 0 100 6 1 26000 50 0 6020
"95" 52.6180505126249 1 14 0 100 39 1 0 0 0 0
"96" 51.7144680297934 1 11 0 100 26 2 0 0 0 0
"97" 77.5391139155254 1 16 0 141 36 1 0 0 0 0
"98" 27.6830686521716 1 12 0 100 6 2 40000 40 0 6020
"99" 77.6589996390976 2 13 0 141 66 1 0 0 1951 0
"100" 54.6848682381678 1 10 0 141 6 2 49000 48 0 6020
"101" 59.7556393591221 1 11 0 102 25 1 27000 40 0 6160
"102" 66.4001385965385 1 9 0 100 27 1 0 51 0 6020
"103" 50.8966029400472 1 13 0 100 6 1 2100 4 0 0
"104" 47.3257711681072 1 16 0 100 6 1 0 52 0 6020
"105" 55.9847878112923 1 16 0 102 12 1 117000 42 0 6150
"106" 43.9791781471577 1 12 0 102 6 1 0 52 0 6020
"107" 26.6103020883165 1 11 0 100 25 2 15000 30 0 0
"108" 34.5342209371738 1 13 31 101 6 2 34500 41 0 0
"109" 59.0037674976047 4 12 0 100 139 2 41000 52 1964 0
"110" 47.9043694362044 1 13 0 100 51 1 24000 40 0 6010
"111" 35.9460077614058 1 10 0 102 6 1 64000 52 0 6020
"112" 40.9646130059846 1 12 0 100 34 1 43000 48 0 6020
"113" 27.2678416857962 1 11 0 100 6 1 11000 50 0 6020
"114" 25.6259039798751 1 11 0 101 6 1 0 52 0 6020
"115" 31.7857147965115 1 12 0 141 6 1 28000 52 0 6020
"116" 33.0965605471283 1 11 0 100 6 2 0 52 0 0
"117" 30.2321631906088 1 12 0 101 6 2 40000 52 0 6060
"118" 46.1009210860357 4 14 10 101 233 1 0 45 1985 6020
"119" 40.1507618324831 1 13 0 101 42 2 3900 38 0 0
"120" 49.4385803607292 1 14 0 101 6 1 62000 52 0 6020
"121" 26.3665720196441 1 11 0 102 39 1 21000 50 0 0
"122" 69.3871826077811 1 12 0 141 6 1 0 0 0 0
"123" 25.7588077215478 4 15 0 100 303 1 50000 50 1980 6020
"124" 28.0738996285945 1 13 0 101 6 1 33000 52 0 6020
"125" 35.0257587768137 1 14 0 102 6 1 42000 52 0 6020
"126" 55.6069956207648 1 14 0 102 17 1 80000 52 0 6120
"127" 39.9969579728786 1 10 0 100 6 1 40400 50 0 6020
"128" 36.8314250777476 1 13 0 101 6 1 86000 52 0 6020
"129" 29.3549446051475 1 13 0 102 6 1 48000 50 0 6020
"130" 57.7652368312702 1 13 0 102 36 1 62000 52 0 6020
"131" 27.81927349139 1 13 0 101 27 1 3600 40 0 6020
"132" 23.4451553600375 1 12 0 102 41 1 0 52 0 6020
"133" 37.6722524266224 1 12 0 100 6 1 12000 52 0 6020
"134" 23.1790935974568 1 12 0 101 41 1 16000 52 0 6020
"135" 23.4162836484611 1 11 0 140 6 1 40000 30 0 0
"136" 57.6178770249244 1 13 0 100 6 1 0 0 0 6020
"137" 50.6609173307661 5 13 0 100 301 2 75000 45 1960 6020
"138" 38.9403566368856 1 8 0 101 48 1 45000 50 0 6020
"139" 72.0229211882688 1 9 0 140 36 2 0 0 0 0
"140" 52.2167984293774 1 16 0 102 6 1 0 40 0 6020
"141" 41.8427967894822 1 13 0 101 6 2 29100 32 0 0
"142" 29.9331975849345 1 12 0 101 20 2 10000 26 0 6020
"143" 17.4386494879145 1 9 0 101 6 1 0 0 0 6020
"144" 34.0613198832143 1 12 0 141 6 1 44000 52 0 6020
"145" 21.6794439612422 1 11 0 140 6 1 13200 30 0 0
"146" 47.497854098212 1 12 10 102 16 1 0 52 0 6020
"147" 40.4376735372934 1 11 0 102 6 1 40100 52 0 6070
"148" 22.3074949113652 1 11 0 102 6 1 9500 52 0 6020
"149" 21.2963901278563 1 12 0 100 6 1 10900 49 0 6020
"150" 51.8527431883849 1 12 0 100 6 1 54000 52 0 6020
"151" 32.6163300219923 1 13 0 102 24 1 48000 50 0 6100
"152" 38.9805117598735 1 12 0 102 6 2 37000 48 0 6020
"153" 44.5741900536232 1 12 0 101 6 1 42500 52 0 6020
"154" 46.2904218020849 1 10 0 100 6 1 0 9 0 0
"155" 44.6474887197837 1 16 0 140 55 1 56000 36 0 6020
"156" 55.256134328898 1 15 0 101 6 1 14600 48 0 6020
"157" 28.8489566200878 1 11 0 100 6 1 48000 52 0 6020
"158" 24.7122153537348 5 13 0 101 163 1 20000 52 1994 6020
"159" 31.6389274820685 1 11 0 101 6 1 40000 32 0 6020
"160" 32.8868734005373 1 13 0 101 6 1 28000 52 0 6030
"161" 29.7093341883738 1 13 0 102 6 2 40000 52 0 6030
"162" 43.4555335973855 1 9 0 140 6 2 0 0 0 6030
"163" 52.8418967223261 1 13 0 141 18 1 53000 52 0 6030
"164" 35.6536372799892 1 13 0 101 6 2 0 29 0 6160
"165" 47.1314386308659 1 11 0 102 6 1 133000 52 0 6030
"166" 57.5936547715683 1 13 0 102 6 1 0 0 0 0
"167" 43.8691622279584 1 14 0 141 48 2 150000 52 0 6030
"168" 43.0200135936029 1 12 0 100 24 2 42000 52 0 6070
"169" 50.0564786554314 1 10 0 141 6 1 50000 52 0 0
"170" 54.4514242596924 1 13 0 141 6 1 73000 52 0 6080
"171" 39.0418180990964 1 13 0 102 6 2 65000 52 0 6030
"172" 55.2857260436285 1 14 0 100 11 1 325000 52 0 6030
"173" 42.4498245925643 1 13 0 101 6 2 19000 52 0 6070
"174" 64.5527969198301 1 15 0 106 8 1 0 0 0 0
"175" 58.5792064864654 1 14 0 100 27 1 45000 52 0 6030
"176" 34.7923807702027 1 9 0 141 20 1 6400 52 0 0
"177" 38.3936099114362 1 11 0 101 6 1 40100 52 0 6030
"178" 41.5193840020802 1 12 0 100 6 1 100000 52 0 6030
"179" 41.6349526667036 1 13 0 102 39 1 40000 26 0 6070
"180" 39.7712231318001 1 12 0 100 6 1 70000 52 0 6070
"181" 59.3475728381891 1 11 30 102 16 1 36000 28 0 0
"182" 34.0797094134614 1 12 0 106 16 1 38000 52 0 32100
"183" 40.5350437806919 1 13 0 141 6 1 42000 52 0 6070
"184" 47.1601368379779 1 13 0 141 53 1 80000 52 0 6030
"185" 60.5743348833639 1 9 0 102 6 2 0 0 0 0
"186" 32.214317639824 1 13 0 100 6 2 0 52 0 6030
"187" 34.5422947972547 1 11 0 101 53 1 0 52 0 6030
"188" 34.3607766362838 1 11 0 100 6 1 24000 52 0 6030
"189" 46.0135864927433 1 9 0 100 6 1 32000 52 0 6030
"190" 56.4870847696438 1 15 0 100 6 1 0 0 0 6070
"191" 35.0243992831092 5 13 10 100 210 2 100000 52 1996 0
"192" 38.8724988957401 1 13 0 101 6 1 20000 46 0 6030
"193" 37.4446888861712 1 13 0 100 26 2 9000 30 0 0
"194" 59.799542149296 1 11 0 102 6 1 90000 52 0 6030
"195" 55.4754037070088 1 11 0 100 45 1 120000 52 0 6060
"196" 37.5457632052712 1 10 11 101 6 1 45000 52 0 6030
"197" 53.4112226599827 1 13 0 101 29 1 100000 52 0 6030
"198" 51.7862775055692 1 11 0 141 6 1 60000 52 0 6030
"199" 36.2412580347154 1 14 0 102 5 1 93000 52 0 6160
"200" 38.709594637854 1 13 0 102 17 2 68000 52 0 6030
"201" 49.1477142500225 1 12 0 102 4 1 0 52 0 6030
"202" 37.667151204776 1 13 0 141 40 1 56000 52 0 6030
"203" 27.084196759155 1 13 0 100 6 1 15000 52 0 6030
"204" 40.3759809383191 1 12 0 101 6 1 40000 52 0 6030
"205" 66.6561882745009 4 16 0 100 139 1 0 48 1954 6030
"206" 31.1856011762284 1 13 0 101 6 1 72000 52 0 6060
"207" 56.3922268380411 1 16 0 102 6 1 3600 40 0 6030
"208" 40.6685732556507 5 13 10 100 210 1 90000 50 1995 6030
"209" 43.8841484801378 4 9 10 102 109 2 0 52 1990 6060
"210" 45.1131995851174 1 14 0 100 17 2 44000 36 0 0
"211" 57.3297647628933 1 10 0 101 40 2 12000 50 0 6030
"212" 29.1516794760246 1 12 0 100 6 1 42000 52 0 6030
"213" 31.7498050720897 1 12 0 100 12 2 40000 52 0 6030
"214" 35.5337832120713 1 11 0 100 48 1 325000 52 0 6030
"215" 32.5651116145309 1 14 0 101 23 2 47000 52 0 6030
"216" 28.9373040245846 4 13 10 100 210 1 43000 52 1972 6030
"217" 37.7160116666928 1 11 0 101 6 1 8700 52 0 6020
"218" 61.3225243587513 1 13 0 100 18 1 50000 52 0 6030
"219" 32.0784976612777 1 12 0 100 6 1 0 0 0 6030
"220" 69.3700740586501 1 12 0 101 20 1 3800 14 0 6030
"221" 49.8570547646377 1 12 0 141 28 1 59000 52 0 6160
"222" 42.4502434765454 1 12 0 141 20 1 92000 52 0 6030
"223" 47.8215563402046 1 13 0 102 46 2 53000 52 0 6060
"224" 38.3745978926308 4 15 10 100 303 1 25000 52 1984 6030
"225" 28.2799825167749 1 13 0 100 34 1 25000 52 0 6030
"226" 28.9030266301706 1 9 0 101 6 1 47900 52 0 0
"227" 34.6373113659211 1 12 0 100 36 1 0 52 0 6030
"228" 42.1048865793273 1 12 0 141 20 1 130000 52 0 6040
"229" 46.4562664779369 1 13 0 101 26 1 104000 52 0 6080
"230" 50.3684550954495 1 12 0 100 6 2 35000 52 0 0
"231" 38.6769626513124 1 13 0 141 6 1 130000 40 0 6120
"232" 25.5082414906938 4 12 10 140 231 2 15000 52 1998 6030
"233" 25.2013686262071 1 13 10 102 6 1 30000 52 0 6030
"234" 38.3477970957756 4 14 10 102 163 1 120000 52 1989 6060
"235" 24.5311015131883 1 11 0 100 22 2 18000 52 0 6030
"236" 31.5587303829379 1 11 0 102 6 1 40000 52 0 6080
"237" 34.012798513053 5 13 10 102 364 1 70000 52 1993 6080
"238" 19.6018984883558 1 11 10 100 6 2 4800 16 0 6030
"239" 46.2579564419575 4 14 10 101 240 1 70000 52 1978 6060
"240" 29.2201774113346 1 13 0 102 6 1 61000 52 0 6030
"241" 23.121567261871 1 13 0 100 6 1 1200 24 0 0
"242" 24.2638806537725 1 13 10 141 6 2 12000 25 0 0
"243" 39.679378306726 1 13 0 101 36 1 29000 52 0 6130
"244" 34.9946301563177 1 13 0 100 51 1 78000 52 0 6070
"245" 20.6772464748938 1 11 0 101 6 1 5000 30 0 6060
"246" 21.8124664141797 1 11 0 102 41 1 4000 12 0 0
"247" 29.7249293795321 1 12 0 101 6 1 2500 2 0 6070
"248" 29.7027972845826 4 13 0 101 233 1 45000 52 1977 6030
"249" 36.8181212451309 1 12 10 106 48 2 60000 52 0 6070
"250" 56.0207084645517 4 14 20 101 207 2 44100 29 1966 0
"251" 51.7497788479086 1 11 0 100 53 2 26000 52 0 6060
"252" 47.2752108224668 1 14 0 100 36 1 60000 42 0 6060
"253" 32.6154241797049 1 14 0 100 6 1 56000 52 0 6060
"254" 36.112405649852 5 13 20 101 163 1 24000 52 1997 6030
"255" 33.045863684034 1 13 0 101 41 1 36000 52 0 6030
"256" 46.2551374945324 1 9 0 106 6 1 24000 12 0 6070
"257" 30.1685293102637 1 13 0 100 9 1 12200 24 0 6030
"258" 37.7872614176013 1 13 0 102 24 1 63000 52 0 6060
"259" 38.6325219972059 1 11 0 100 6 1 35000 52 0 6070
"260" 50.6960705106612 1 13 0 102 6 1 68000 52 0 6030
"261" 55.2679397247266 1 12 0 100 20 2 44000 52 0 6030
"262" 40.1030054620933 1 11 0 101 6 1 62000 52 0 6030
"263" 30.5818928647786 4 13 0 100 207 2 84000 52 1984 6030
"264" 38.8692685943097 1 13 0 100 6 2 45000 52 0 6070
"265" 42.5386937246658 1 11 0 100 6 2 34000 52 0 6070
"266" 52.9231695905328 1 13 0 102 48 1 5000 52 0 6030
"267" 32.3118601236492 1 13 0 102 6 1 50000 52 0 6030
"268" 46.2055667559616 1 12 0 106 36 1 0 52 0 6030
"269" 30.3455766609404 5 14 0 141 207 2 55000 52 1990 6070
"270" 44.946843221318 5 16 10 102 240 1 45000 52 1986 6080
"271" 43.6511257076636 1 13 0 101 48 1 12000 52 0 6030
"272" 40.7601050832309 1 14 0 102 6 1 85000 52 0 6070
"273" 43.2232705038041 1 11 0 102 6 2 48000 52 0 6030
"274" 48.1564539163373 1 15 0 101 47 2 26000 26 0 0
"275" 45.0416661647614 1 13 0 100 6 2 48700 50 0 6060
"276" 36.6717543138657 1 13 0 102 51 2 0 0 0 0
"277" 33.2612220568117 5 14 10 102 207 1 100000 48 1990 6120
"278" 29.3808213418815 1 13 0 100 6 1 78000 52 0 6070
"279" 51.7261238249484 1 13 0 100 6 2 49900 46 0 6060
"280" 37.1283439914696 1 12 0 102 6 1 60000 52 0 6030
"281" 32.8015727428719 5 13 30 141 207 1 2200 35 1999 0
"282" 48.1518479378428 1 14 0 100 6 2 22600 26 0 6060
"283" 48.0605027698912 1 13 0 101 40 1 30000 25 0 0
"284" 29.3863089294173 1 13 0 100 6 2 27300 52 0 6030
"285" 29.8365392975975 1 11 0 100 6 1 32000 48 0 6030
"286" 34.0854124864563 1 13 0 100 6 2 27500 52 0 6030
"287" 46.6093854599167 1 12 0 100 6 1 50000 52 0 6070
"288" 22.2973345173523 1 11 10 101 6 1 8000 8 0 0
"289" 22.2849010527134 1 11 0 101 6 1 5000 30 0 6070
"290" 23.4493994018994 1 13 0 102 6 1 16000 37 0 0
"291" 49.7116284905933 1 10 0 100 38 2 34800 52 0 6030
"292" 26.3078524484299 1 11 10 101 48 1 10000 52 0 0
"293" 24.700053753797 4 13 20 100 247 1 11000 52 1990 6140
"294" 21.8689588152338 1 11 0 141 6 1 4000 16 0 6070
"295" 29.7348177139647 1 14 0 140 48 1 56000 45 0 6030
"296" 33.9681711948942 1 13 0 102 25 2 24000 48 0 6050
"297" 39.6933590774424 1 14 0 106 6 2 30000 52 0 6060
"298" 51.7990526759531 1 15 0 141 6 1 30000 52 0 6030
"299" 69.5502454412635 1 16 0 100 19 1 0 20 0 6030
"300" 19.0045629132073 1 11 0 140 6 1 0 0 0 0
"301" 23.5409462060779 1 12 0 101 6 1 18000 52 0 6060
"302" 42.8697085389867 1 11 0 106 35 1 99000 52 0 6030
"303" 28.7079150634818 4 9 10 101 303 1 23000 50 1983 0
"304" 31.6071044621058 1 11 0 101 6 1 32000 52 0 6030
"305" 62.7531024024356 1 13 0 102 6 2 41300 52 0 6030
"306" 34.617379370844 1 12 0 101 6 1 32000 47 0 6070
"307" 45.999346002005 1 13 0 100 31 1 32000 52 0 6060
"308" 36.0553698216099 1 13 0 100 6 1 85000 52 0 6070
"309" 56.3555687062908 1 13 0 140 17 1 26000 24 0 0
"310" 32.6949026002549 5 11 20 102 362 1 0 0 1998 0
"311" 48.4037368181162 1 13 0 100 36 2 41000 52 0 6060
"312" 39.8214819317218 1 14 0 141 6 1 76000 22 0 6080
"313" 20.8331786973868 1 11 0 100 6 2 3000 52 0 6030
"314" 51.927045088727 1 13 0 102 36 1 68000 52 0 6030
"315" 20.4352765001822 5 9 10 101 207 2 4800 12 1990 0
"316" 20.2613874212839 4 9 20 100 207 1 7200 52 1985 6030
"317" 44.0973458955996 1 14 0 101 17 1 42000 52 0 6030
"318" 24.6900744270533 4 13 0 101 215 1 47000 52 1976 6030
"319" 48.1589979317505 4 11 10 100 313 1 46000 52 1966 6060
"320" 33.1947917777579 1 12 0 100 9 2 23100 50 0 6080
"321" 57.153538413113 1 13 0 102 17 1 41400 52 0 6060
"322" 22.1206296465825 1 13 0 101 6 2 9600 12 0 0
"323" 53.9835522042122 1 13 0 100 6 1 48000 52 0 6030
"324" 55.8897214450408 1 12 0 100 6 2 40000 52 0 6060
"325" 37.8280367096886 1 13 0 101 6 1 50000 52 0 6070
"326" 30.3324663732201 1 13 0 100 26 2 68000 52 0 6060
"327" 33.6539000654593 1 14 0 102 6 1 65000 52 0 6070
"328" 48.3958782183472 1 13 0 102 18 1 104000 52 0 6040
"329" 43.4462346162181 1 13 0 102 6 1 88000 52 0 6040
"330" 47.1987597201951 1 13 10 102 6 2 100000 30 0 0
"331" 28.2164179002866 1 13 0 100 37 2 62000 48 0 6040
"332" 39.2270647690166 3 13 10 102 116 1 160000 52 1963 6150
"333" 66.9824826931581 1 14 0 141 6 1 0 0 0 0
"334" 52.9237083988264 1 14 0 100 27 1 150000 52 0 6040
"335" 49.9977941669058 1 13 0 102 27 2 57000 52 0 6040
"336" 51.5253703761846 1 13 0 141 6 1 63000 52 0 6040
"337" 59.3282234782819 1 13 0 100 17 1 28200 49 0 6040
"338" 40.2553125496488 1 12 0 106 6 1 20000 30 0 0
"339" 55.0136210392229 1 13 0 101 12 2 0 52 0 6040
"340" 43.0212723836303 1 9 0 101 39 1 65000 52 0 6040
"341" 54.3518919560593 1 12 0 141 36 1 62000 52 0 6040
"342" 51.0858345490415 1 11 0 102 45 1 80000 52 0 6040
"343" 34.6971558225341 1 9 0 102 48 1 22000 52 0 6040
"344" 62.6346942475066 3 11 0 141 301 1 40500 52 1977 6040
"345" 40.4898473653011 1 11 0 102 25 1 72000 52 0 6040
"346" 44.1862885034643 1 13 0 101 6 1 90000 50 0 6160
"347" 29.6350936004892 1 11 0 100 6 1 6000 25 0 0
"348" 55.5482964096591 1 14 0 100 39 1 96000 52 0 0
"349" 40.850698532071 1 13 0 101 26 1 0 30 0 6040
"350" 45.8558817326557 1 12 0 141 6 1 60000 48 0 6040
"351" 52.762668666197 1 14 0 101 17 1 0 50 0 6040
"352" 55.8590295559261 1 9 0 101 53 2 72000 52 0 0
"353" 42.4149737309199 1 13 0 102 6 1 55000 52 0 6040
"354" 43.6907632360235 5 13 0 101 139 1 70000 52 1997 6040
"355" 46.5433174853679 1 13 0 101 6 1 85000 52 0 6040
"356" 36.0439514017198 1 10 0 101 6 1 44000 52 0 6120
"357" 47.9520630638581 1 13 0 102 6 1 93000 52 0 6040
"358" 40.0142193017527 1 12 20 141 6 1 70000 28 0 0
"359" 52.2880678079091 1 11 0 102 6 1 0 0 0 0
"360" 40.9875288857147 1 11 0 101 11 2 0 0 0 0
"361" 53.2517757993191 1 12 0 106 36 2 39800 52 0 6040
"362" 52.4016379951499 1 14 0 102 49 2 86000 52 0 6040
"363" 42.5402535304893 1 13 0 101 12 1 0 0 0 6040
"364" 48.5221670384053 1 11 0 101 28 1 64000 52 0 6040
"365" 51.3150199009106 1 13 0 102 6 1 98000 52 0 6130
"366" 45.5441474989057 1 10 0 100 6 2 47000 52 0 6040
"367" 59.057943939697 1 13 0 100 39 1 107000 32 0 6130
"368" 43.2050314517692 1 11 0 102 34 1 83000 52 0 6040
"369" 39.4837144310586 1 13 0 101 13 1 75000 49 0 6040
"370" 48.9146862388588 1 12 0 101 6 2 73000 52 0 6040
"371" 53.0449674001429 5 10 0 101 139 1 73000 52 1965 6040
"372" 50.2487443897408 1 10 0 100 17 2 43900 52 0 6040
"373" 59.1760128976312 4 13 0 141 126 1 90000 52 1963 6150
"374" 53.1477688318118 1 11 0 101 6 2 80000 52 0 6040
"375" 39.5979631154332 1 10 0 100 6 1 42000 52 0 6040
"376" 51.4012585156597 1 13 0 141 6 1 10000 52 0 6040
"377" 29.0238207362127 1 13 0 141 6 1 68000 52 0 6040
"378" 65.3830086509697 1 13 0 141 36 1 0 0 0 0
"379" 67.0020170470234 1 13 30 100 48 1 120000 42 0 1
"380" 58.3591323103756 1 13 0 100 36 2 135000 52 0 6040
"381" 34.7485760450363 1 13 11 141 25 1 120000 52 0 6040
"382" 57.0298729373608 1 9 0 101 6 1 55000 52 0 6040
"383" 39.4652240811847 1 11 0 102 6 2 12000 50 0 6040
"384" 51.7194468907546 1 11 0 141 27 1 48400 46 0 6040
"385" 46.9034348828718 1 13 0 141 55 1 117000 52 0 6040
"386" 36.6632614892442 1 11 0 100 6 2 120000 52 0 6040
"387" 62.8798791228328 1 11 0 102 5 1 0 20 0 0
"388" 39.3383713904768 1 13 0 100 6 2 52000 52 0 6150
"389" 38.4541208909359 5 14 10 141 207 1 60000 52 1995 6040
"390" 37.712295974372 5 13 10 141 207 2 60000 52 1995 6040
"391" 39.4436206517275 1 9 0 101 55 1 56000 50 0 6040
"392" 38.6839846228249 1 10 0 141 53 1 37000 52 0 6040
"393" 55.1628596493974 1 13 0 100 6 1 0 48 0 6040
"394" 40.1783061372116 1 9 0 101 39 1 56000 50 0 6040
"395" 23.8270001104102 1 12 0 100 6 1 35000 52 0 6040
"396" 38.2303043045104 1 13 0 102 8 1 92000 52 0 6040
"397" 42.7440127003938 1 13 0 100 6 1 58000 52 0 6040
"398" 38.7983368600253 1 14 0 102 6 1 84000 52 0 6040
"399" 57.6051825485192 1 13 0 102 6 1 3800 10 0 0
"400" 31.9839853218291 1 9 0 100 6 1 28000 36 0 6040
"401" 24.627607608214 1 13 0 102 6 1 0 10 0 6040
"402" 56.1143960109912 1 13 0 141 19 1 41000 52 0 6040
"403" 35.1732654361986 1 11 0 106 6 1 2600 52 0 6040
"404" 43.1790101784281 1 13 0 100 6 2 12600 40 0 6040
"405" 55.3434598362073 1 16 0 101 36 1 55000 52 0 6050
"406" 52.9926097020507 1 11 0 100 6 2 3400 4 0 6040
"407" 44.5263893578667 1 13 0 102 31 1 56000 50 0 6040
"408" 45.308003193466 1 11 0 101 11 1 60000 52 0 6040
"409" 44.4552437313832 1 13 0 102 8 1 81000 52 0 6040
"410" 38.3060971563682 1 13 0 141 16 1 82000 52 0 6040
"411" 42.628368176287 1 14 0 100 6 2 0 52 0 6040
"412" 53.8105575866066 1 16 0 102 19 1 104000 52 0 6130
"413" 40.5655129374936 1 11 0 141 8 1 70000 52 0 6040
